id,section,cluster,wave,title,slug,primary_keyword,volume,kd,intent,evidence,angle_rationale,format,word_count,cta_primary,cta_secondary,hub_link,image_source,image_concept,og_treatment,meta_title,meta_description,schema,status,notes
H330,hyrox,Niche Audiences,3,"HYROX for skiers: what transfers, what to train",hyrox-for-skiers-what-transfers-what-to-train,hyrox for skiers,,,Informational,longtail-unevidenced,Niche-audience capture (off-season leg engine; ski erg irony); each its own mini-funnel per traffic playbook,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,skiers training scene bridging their sport and hyrox stations,"photo + title band, brand dark/chartreuse, 1200x630","HYROX for skiers: what transfers, what to train | Suth Performance",Niche-audience capture (off-season leg engine. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H331,hyrox,Niche Audiences,3,"HYROX for obstacle-race converts: what transfers, what to train",hyrox-for-obstacle-race-converts-what-transfers-what-to-train,spartan to hyrox,,,Informational,longtail-unevidenced,Niche-audience capture (OCR-to-HYROX migration guide); each its own mini-funnel per traffic playbook,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,obstacle-race converts training scene bridging their sport and hyrox stations,"photo + title band, brand dark/chartreuse, 1200x630","HYROX for obstacle-race converts: what transfers, what to train | Suth Performance",Niche-audience capture (OCR-to-HYROX migration guide). From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H332,hyrox,Niche Audiences,3,"HYROX for park runners: what transfers, what to train",hyrox-for-park-runners-what-transfers-what-to-train,parkrun to hyrox,,,Informational,longtail-unevidenced,Niche-audience capture (the 5k community is the perfect feeder); each its own mini-funnel per traffic playbook,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,park runners training scene bridging their sport and hyrox stations,"photo + title band, brand dark/chartreuse, 1200x630","HYROX for park runners: what transfers, what to train | Suth Performance",Niche-audience capture (the 5k community is the perfect feeder). From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H333,hyrox,Training Micro-topics,4,Treadmill sled simulation: incline settings that transfer,treadmill-sled-simulation-incline-settings-that-transfer,treadmill sled push,,,Informational,longtail-unevidenced,no-sled hack with real numbers,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"steep incline treadmill push position, gym corner","photo + title band, brand dark/chartreuse, 1200x630",Treadmill sled simulation: incline settings that transfer | Suth Performance,no-sled hack with real numbers. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H334,hyrox,Training Micro-topics,4,Breathing patterns for the erg stations,breathing-patterns-for-the-erg-stations,breathing ski erg,,,Informational,longtail-unevidenced,micro-skill; calm-under-fatigue,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,own-photo,track/gym-skierg-colour.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Breathing patterns for the erg stations | Suth Performance,micro-skill. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H335,hyrox,Training Micro-topics,4,Running cadence under fatigue: the compromised-running fix,running-cadence-under-fatigue-the-compromised-running-fix,running cadence,,,Informational,longtail-unevidenced,signature concept application,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,own-photo,track/bend-lanes-bw.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Running cadence under fatigue: the compromised-running fix | Suth Performance,signature concept application. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H336,hyrox,Training Micro-topics,4,Heat training for summer races,heat-training-for-summer-races,hyrox heat training,,,Informational,longtail-unevidenced,existing heat post refresh; acclimation protocol,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,own-photo,track/palms-sunflare-pair-colour.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Heat training for summer races | Suth Performance,existing heat post refresh. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H337,hyrox,Training Micro-topics,4,Cold venues: warming up when the arena is freezing,cold-venues-warming-up-when-the-arena-is-freezing,hyrox cold venue,,,Informational,longtail-unevidenced,UK winter race reality,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"athlete in layers warming up, breath visible, arena concourse","photo + title band, brand dark/chartreuse, 1200x630",Cold venues: warming up when the arena is freezing | Suth Performance,UK winter race reality. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H338,hyrox,Training Micro-topics,4,Double days: training twice without falling apart,double-days-training-twice-without-falling-apart,two a day training,,,Informational,longtail-unevidenced,advanced volume management,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"morning and evening gym bags by door, clock detail","photo + title band, brand dark/chartreuse, 1200x630",Double days: training twice without falling apart | Suth Performance,advanced volume management. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H339,hyrox,Training Micro-topics,4,Morning vs evening training: what the evidence says,morning-vs-evening-training-what-the-evidence-says,morning vs evening workout,,,Informational,longtail-unevidenced,"evergreen question, hybrid lens",guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,split dawn run vs evening gym scene,"photo + title band, brand dark/chartreuse, 1200x630",Morning vs evening training: what the evidence says | Suth Performance,"evergreen question, hybrid lens. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
H340,hyrox,Training Micro-topics,4,Training on holiday: the 3-session week that maintains,training-on-holiday-the-3-session-week-that-maintains,training on holiday,,,Informational,longtail-unevidenced,consistency niche; travel workouts sibling,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"hotel gym minimal session, suitcase in room","photo + title band, brand dark/chartreuse, 1200x630",Training on holiday: the 3-session week that maintains | Suth Performance,consistency niche. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H341,hyrox,Training Micro-topics,4,The minimum effective dose for HYROX maintenance,minimum-effective-dose-for-hyrox-maintenance,minimum training hyrox,,,Informational,longtail-unevidenced,busy-life honesty; retention content,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,data-graphic,maintenance vs build training loads,"headline stat rendered as branded card, 1200x630",The minimum effective dose for HYROX maintenance | Suth Performance,busy-life honesty. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H342,hyrox,Training Micro-topics,4,Training through minor injury: what you can still do,training-through-minor-injury-what-you-can-still-do,training with injury,,,Informational,longtail-unevidenced,responsible modification matrix; physio signpost,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"athlete on ski erg with taped ankle, careful","photo + title band, brand dark/chartreuse, 1200x630",Training through minor injury: what you can still do | Suth Performance,responsible modification matrix. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H343,hyrox,Training Micro-topics,4,Cross-training for HYROX: bike and swim sessions that count,cross-training-for-hyrox-bike-and-swim-sessions-that-count,cross training hyrox,,,Informational,longtail-unevidenced,low-impact volume options,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"athlete on assault bike, effort, gym window light","photo + title band, brand dark/chartreuse, 1200x630",Cross-training for HYROX: bike and swim sessions that count | Suth Performance,low-impact volume options. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H344,hyrox,Training Micro-topics,4,The HYROX warm-up library: 5 warm-ups for 5 session types,hyrox-warm-up-library-5-warm-ups-for-5-session-types,hyrox warm up,,,Informational,longtail-unevidenced,existing warm-up post refresh + expansion,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,own-photo,v2/quiz-interstitial-3.jpg,"photo + title band, brand dark/chartreuse, 1200x630",The HYROX warm-up library: 5 warm-ups for 5 session types | Suth Performance,existing warm-up post refresh + expansion. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H345,hyrox,Training Micro-topics,4,Cooldowns that actually speed recovery,cooldowns-that-actually-speed-recovery,cool down after workout,,,Informational,longtail-unevidenced,evidence vs ritual; short protocols,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"athlete walking track lane post session, dusk","photo + title band, brand dark/chartreuse, 1200x630",Cooldowns that actually speed recovery | Suth Performance,evidence vs ritual. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H346,hyrox,Training Micro-topics,4,Mobility for the sled: hips and ankles that hold position,mobility-for-the-sled-hips-and-ankles-that-hold-position,sled push mobility,,,Informational,longtail-unevidenced,position-specific mobility,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"deep drive position hold, coach observing","photo + title band, brand dark/chartreuse, 1200x630",Mobility for the sled: hips and ankles that hold position | Suth Performance,position-specific mobility. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H347,hyrox,Training Micro-topics,4,Rucking for HYROX: does weighted walking transfer?,rucking-for-hyrox-does-weighted-walking-transfer,rucking hyrox,,,Informational,longtail-unevidenced,trend crossover; honest transfer analysis,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"walker with weighted pack on trail, morning","photo + title band, brand dark/chartreuse, 1200x630",Rucking for HYROX: does weighted walking transfer? | Suth Performance,trend crossover. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H348,hyrox,Training Micro-topics,4,Zone 2 on the ski erg: base building without running impact,zone-2-on-the-ski-erg-base-building-without-running-impact,ski erg zone 2,,,Informational,longtail-unevidenced,erg-first base; joint-friendly angle,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,own-photo,track/gym-ergs-dark-colour.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Zone 2 on the ski erg: base building without running impact | Suth Performance,erg-first base. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H349,hyrox,Training Micro-topics,4,Step count and HYROX: does daily movement matter?,step-count-and-hyrox-does-daily-movement-matter,step count fitness,,,Informational,longtail-unevidenced,NEAT education for athletes,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"watch step count mid walk, city park","photo + title band, brand dark/chartreuse, 1200x630",Step count and HYROX: does daily movement matter? | Suth Performance,NEAT education for athletes. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H350,hyrox,Training Micro-topics,4,Strength maintenance in race season,strength-maintenance-in-race-season,in season strength training,,,Informational,longtail-unevidenced,periodisation education,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,data-graphic,in-season vs off-season strength dose,"headline stat rendered as branded card, 1200x630",Strength maintenance in race season | Suth Performance,periodisation education. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H351,hyrox,Seasonal & Series,2,"New year, first HYROX: the January starter's roadmap",new-year-first-hyrox-the-january-starters-roadmap,new year hyrox,,,Informational,longtail-unevidenced,January spike capture; beginner branch bridge; republish annually,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"january gym floor, new starter determination, honest busy-ness","photo + title band, brand dark/chartreuse, 1200x630","New year, first HYROX: the January starter's roadmap | Suth Performance",January spike capture. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H352,hyrox,Seasonal & Series,2,Race week: the complete 7-day countdown series hub,race-week-the-complete-7-day-countdown-series-hub,hyrox race week,,,Informational,longtail-unevidenced,Hub for taper/kit/nutrition/warm-up posts; email-series twin,pillar,2500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,own-photo,v2/quiz-interstitial-2.jpg,"photo + title band, brand dark/chartreuse, 1200x630",Race week: the complete 7-day countdown series hub | Suth Performance,Hub for taper/kit/nutrition/warm-up posts. From the Elite 15 HYROX coaching team at Suth Performance.,Article + FAQPage + BreadcrumbList,planned,
H353,hyrox,Seasonal & Series,3,"HYROX season preview 2026/27: dates, changes, predictions",hyrox-season-preview-202627-dates-changes-predictions,hyrox season 2027,,,Informational,longtail-unevidenced,Annual authority post; ticket-release traffic; update yearly,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,data-graphic,season map with key dates,"headline stat rendered as branded card, 1200x630","HYROX season preview 2026/27: dates, changes, predictions | Suth Performance",Annual authority post. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H354,hyrox,Seasonal & Series,3,HYROX season review: what the times told us this year,hyrox-season-review-what-the-times-told-us-this-year,hyrox season review,,,Informational,longtail-unevidenced,Annual data retrospective; needs results layer for full version,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,data-graphic,season trends dashboard,"headline stat rendered as branded card, 1200x630",HYROX season review: what the times told us this year | Suth Performance,Annual data retrospective. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),blocked-results,
H355,hyrox,Seasonal & Series,3,Summer training for an autumn race: the 12-week runway,summer-training-for-an-autumn-race-the-12-week-runway,autumn hyrox training,,,Informational,longtail-unevidenced,Seasonal periodisation; race-calendar synergy,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"summer outdoor training session, track heat shimmer","photo + title band, brand dark/chartreuse, 1200x630",Summer training for an autumn race: the 12-week runway | Suth Performance,Seasonal periodisation. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H356,hyrox,Seasonal & Series,4,"Christmas week training: keep the engine, keep the peace",christmas-week-training-keep-the-engine-keep-the-peace,training over christmas,,,Informational,longtail-unevidenced,Seasonal reality post; maintenance dose; republish annually,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"home workout beside christmas tree, kettlebell with bow","photo + title band, brand dark/chartreuse, 1200x630","Christmas week training: keep the engine, keep the peace | Suth Performance",Seasonal reality post. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H357,hyrox,Seasonal & Series,4,Black Friday for HYROX athletes: kit worth waiting for,black-friday-for-hyrox-athletes-kit-worth-waiting-for,hyrox black friday,,,Informational,longtail-unevidenced,Seasonal commercial; gear cluster synergy; update annually,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,data-graphic,kit deals checklist template,"headline stat rendered as branded card, 1200x630",Black Friday for HYROX athletes: kit worth waiting for | Suth Performance,Seasonal commercial. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H358,hyrox,Seasonal & Series,4,12 Days of HYROX: the festive partner workout series,12-days-of-hyrox-the-festive-partner-workout-series,christmas workout,,,Informational,longtail-unevidenced,Community/share content; social-first with blog anchor,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/plans,ai-generate,"pair doing festive-themed stations, santa hats, gym","photo + title band, brand dark/chartreuse, 1200x630",12 Days of HYROX: the festive partner workout series | Suth Performance,Community/share content. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H359,hyrox,Gear,3,"HYROX socks, insoles and the unglamorous kit that matters",hyrox-socks-insoles-and-the-unglamorous-kit-that-matters,hyrox socks,,,Informational,longtail-unevidenced,Micro-kit roundup; comfort-detail authority,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,ai-generate,race sock and insole detail on gym bench,"photo + title band, brand dark/chartreuse, 1200x630","HYROX socks, insoles and the unglamorous kit that matters | Suth Performance",Micro-kit roundup. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H360,hyrox,Gear,3,Knee sleeves and supports: needed for HYROX or not?,knee-sleeves-and-supports-needed-for-hyrox-or-not,knee sleeves hyrox,,,Informational,longtail-unevidenced,Support-kit honesty; injury cluster crosslink,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,ai-generate,athlete rolling on knee sleeve pre wall balls,"photo + title band, brand dark/chartreuse, 1200x630",Knee sleeves and supports: needed for HYROX or not? | Suth Performance,Support-kit honesty. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H361,hyrox,Gear,4,"Chalk at HYROX: rules, etiquette and alternatives",chalk-at-hyrox-rules-etiquette-and-alternatives,chalk hyrox,,,Informational,longtail-unevidenced,Detail question; rules crosslink,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,own-photo,track/palms-lamp-colour.jpg,"photo + title band, brand dark/chartreuse, 1200x630","Chalk at HYROX: rules, etiquette and alternatives | Suth Performance",Detail question. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H362,hyrox,Gear,4,Massage guns and recovery tech: what's worth the money,massage-guns-and-recovery-tech-whats-worth-the-money,massage gun worth it,,,Informational,longtail-unevidenced,Recovery-tech honesty; evidence-based,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,ai-generate,"massage gun on quad post session, sofa setting","photo + title band, brand dark/chartreuse, 1200x630",Massage guns and recovery tech: what's worth the money | Suth Performance,Recovery-tech honesty. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H363,hyrox,Gear,4,Running vests and hydration at HYROX: allowed? needed?,running-vests-and-hydration-at-hyrox-allowed-needed,hyrox hydration vest,,,Informational,longtail-unevidenced,Kit-rules micro question,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,ai-generate,"vest laid out with race kit, flat lay","photo + title band, brand dark/chartreuse, 1200x630",Running vests and hydration at HYROX: allowed? needed? | Suth Performance,Kit-rules micro question. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H364,hyrox,Gear,4,The £50 HYROX starter kit,50-hyrox-starter-kit,cheap hyrox kit,,,Informational,longtail-unevidenced,Entry-level access angle; beginner-brand warmth,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,ai-generate,"budget kit flat lay, honest brands blurred","photo + title band, brand dark/chartreuse, 1200x630",The £50 HYROX starter kit | Suth Performance,Entry-level access angle. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H365,hyrox,Race Cities & Events,4,"HYROX Dublin: races, venues and what to know",hyrox-dublin-races-venues-and-what-to-know,dublin hyrox,880,22,Info/Transactional,semrush,Evidenced country/venue term (KD 12-39); travelling-athlete guide feeding the race hub,guide,1500,Race-specific 12-week plan,Free HYROX plan maker,/hyrox/events,ai-generate,"Dublin landmark with training scene, editorial travel style","photo + title band, brand dark/chartreuse, 1200x630","HYROX Dublin: races, venues and what to know | Suth Performance",Evidenced country/venue term (KD 12-39). From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H366,hyrox,Race Cities & Events,4,"HYROX Olympia: races, venues and what to know",hyrox-olympia-races-venues-and-what-to-know,hyrox olympia,720,18,Informational,semrush,Evidenced country/venue term (KD 12-39); travelling-athlete guide feeding the race hub,guide,1500,Race-specific 12-week plan,Free HYROX plan maker,/hyrox/events,ai-generate,"Olympia landmark with training scene, editorial travel style","photo + title band, brand dark/chartreuse, 1200x630","HYROX Olympia: races, venues and what to know | Suth Performance",Evidenced country/venue term (KD 12-39). From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H367,hyrox,Race Cities & Events,4,"HYROX Poland: races, venues and what to know",hyrox-poland-races-venues-and-what-to-know,hyrox poland,390,13,Informational,semrush,Evidenced country/venue term (KD 12-39); travelling-athlete guide feeding the race hub,guide,1500,Race-specific 12-week plan,Free HYROX plan maker,/hyrox/events,ai-generate,"Poland landmark with training scene, editorial travel style","photo + title band, brand dark/chartreuse, 1200x630","HYROX Poland: races, venues and what to know | Suth Performance",Evidenced country/venue term (KD 12-39). From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H368,hyrox,Race Cities & Events,4,"HYROX Belgium: races, venues and what to know",hyrox-belgium-races-venues-and-what-to-know,hyrox belgium,210,22,Info/Transactional,semrush,Evidenced country/venue term (KD 12-39); travelling-athlete guide feeding the race hub,guide,1500,Race-specific 12-week plan,Free HYROX plan maker,/hyrox/events,ai-generate,"Belgium landmark with training scene, editorial travel style","photo + title band, brand dark/chartreuse, 1200x630","HYROX Belgium: races, venues and what to know | Suth Performance",Evidenced country/venue term (KD 12-39). From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H369,hyrox,Race Cities & Events,4,"HYROX Spain: races, venues and what to know",hyrox-spain-races-venues-and-what-to-know,hyrox spain,170,29,Navigational,semrush,Evidenced country/venue term (KD 12-39); travelling-athlete guide feeding the race hub,guide,1500,Race-specific 12-week plan,Free HYROX plan maker,/hyrox/events,ai-generate,"Spain landmark with training scene, editorial travel style","photo + title band, brand dark/chartreuse, 1200x630","HYROX Spain: races, venues and what to know | Suth Performance",Evidenced country/venue term (KD 12-39). From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H370,hyrox,Race Cities & Events,4,"HYROX Italy: races, venues and what to know",hyrox-italy-races-venues-and-what-to-know,hyrox italy,140,12,Navigational,semrush,Evidenced country/venue term (KD 12-39); travelling-athlete guide feeding the race hub,guide,1500,Race-specific 12-week plan,Free HYROX plan maker,/hyrox/events,ai-generate,"Italy landmark with training scene, editorial travel style","photo + title band, brand dark/chartreuse, 1200x630","HYROX Italy: races, venues and what to know | Suth Performance",Evidenced country/venue term (KD 12-39). From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H371,hyrox,Race Cities & Events,4,"HYROX Germany: races, venues and what to know",hyrox-germany-races-venues-and-what-to-know,hyrox germany,110,37,Info/Transactional,semrush,Evidenced country/venue term (KD 12-39); travelling-athlete guide feeding the race hub,guide,1500,Race-specific 12-week plan,Free HYROX plan maker,/hyrox/events,ai-generate,"Germany landmark with training scene, editorial travel style","photo + title band, brand dark/chartreuse, 1200x630","HYROX Germany: races, venues and what to know | Suth Performance",Evidenced country/venue term (KD 12-39). From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H372,hyrox,Race Cities & Events,4,"HYROX Ireland: races, venues and what to know",hyrox-ireland-races-venues-and-what-to-know,hyrox ireland,140,39,Info/Transactional,semrush,Evidenced country/venue term (KD 12-39); travelling-athlete guide feeding the race hub,guide,1500,Race-specific 12-week plan,Free HYROX plan maker,/hyrox/events,ai-generate,"Ireland landmark with training scene, editorial travel style","photo + title band, brand dark/chartreuse, 1200x630","HYROX Ireland: races, venues and what to know | Suth Performance",Evidenced country/venue term (KD 12-39). From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H373,hyrox,Race Cities & Events,4,"HYROX Scotland: races, venues and what to know",hyrox-scotland-races-venues-and-what-to-know,hyrox scotland,140,16,Informational,semrush,Evidenced country/venue term (KD 12-39); travelling-athlete guide feeding the race hub,guide,1500,Race-specific 12-week plan,Free HYROX plan maker,/hyrox/events,ai-generate,"Scotland landmark with training scene, editorial travel style","photo + title band, brand dark/chartreuse, 1200x630","HYROX Scotland: races, venues and what to know | Suth Performance",Evidenced country/venue term (KD 12-39). From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H374,hyrox,Race Cities & Events,4,"HYROX Australia: races, venues and what to know",hyrox-australia-races-venues-and-what-to-know,hyrox australia,110,30,Navigational,semrush,Evidenced country/venue term (KD 12-39); travelling-athlete guide feeding the race hub,guide,1500,Race-specific 12-week plan,Free HYROX plan maker,/hyrox/events,ai-generate,"Australia landmark with training scene, editorial travel style","photo + title band, brand dark/chartreuse, 1200x630","HYROX Australia: races, venues and what to know | Suth Performance",Evidenced country/venue term (KD 12-39). From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H375,hyrox,Race Cities & Events,3,"HYROX events explained: majors, opens and world championships",hyrox-events-explained-majors-opens-and-world-championships,hyrox events,6600,41,Informational,semrush,"6,600/KD41; the event-type taxonomy nobody explains clearly",guide,1500,Race-specific 12-week plan,Free HYROX plan maker,/hyrox/events,data-graphic,event tier pyramid diagram,"headline stat rendered as branded card, 1200x630","HYROX events explained: majors, opens and world championships | Suth Performance","6,600/KD41. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
H376,hyrox,Race Cities & Events,3,Where is HYROX held? Every venue type and what to expect,where-is-hyrox-held-every-venue-type-and-what-to-expect,hyrox locations,140,29,Informational,semrush,"Venue-conditions content: arena floors, air quality, crowd noise",guide,1500,Race-specific 12-week plan,Free HYROX plan maker,/hyrox/events,ai-generate,"cavernous arena interior pre-race setup, wide","photo + title band, brand dark/chartreuse, 1200x630",Where is HYROX held? Every venue type and what to expect | Suth Performance,"Venue-conditions content: arena floors, air quality, crowd noise. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
H377,hyrox,Race Cities & Events,4,HYROX live streams and results tracking: follow the race,hyrox-live-streams-and-results-tracking-follow-the-race,hyrox glasgow live stream,110,16,Informational,semrush,KD16 long-tail; spectator utility; results-page crosslink,guide,1500,Race-specific 12-week plan,Free HYROX plan maker,/hyrox/events,ai-generate,"laptop showing live timing with phone alongside, home","photo + title band, brand dark/chartreuse, 1200x630",HYROX live streams and results tracking: follow the race | Suth Performance,KD16 long-tail. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H378,hyrox,Race Cities & Events,4,How HYROX race numbers and waves are assigned,how-hyrox-race-numbers-and-waves-are-assigned,hyrox wave allocation,,,Informational,longtail-unevidenced,Practical logistics query; entry-process crosslink,guide,1500,Race-specific 12-week plan,Free HYROX plan maker,/hyrox/events,ai-generate,"race bib and wristband on kit bag, morning","photo + title band, brand dark/chartreuse, 1200x630",How HYROX race numbers and waves are assigned | Suth Performance,Practical logistics query. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H379,hyrox,Gyms & Community,1,HYROX training near me: how to find a gym that's actually equipped,hyrox-training-near-me-how-to-find-a-gym-thats-actually-equipped,hyrox training near me,880,6,Transactional,semrush,880/KD6 — the single best keyword in the database; equipment-checklist approach + online alternative,pillar,2500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox-coach,ai-generate,"athlete assessing gym equipment, sled visible, decision moment","photo + title band, brand dark/chartreuse, 1200x630",HYROX training near me: how to find a gym that's actually equipped | Suth Performance,880/KD6 — the single best keyword in the database. From the Elite 15 HYROX coaching team at Suth Performance.,Article + FAQPage + BreadcrumbList,check-overlap,
